150704301174|酒类流通备案登记|-|-|额尔古纳市商务外事局|酒类流通
JY21507840005475|食品经营许可证|-|-|呼伦贝尔市额尔古纳市食品药品监督管理局|食品经营许可
-|增值税专用发票（增值税税控系统）最高开票限额审批|2017年07月03日|-|内蒙古自治区额尔古纳市国家税务局|增值税专用发票（增值税税控系统）最高开票限额审批
额公特旅字第223号|特种行业许可证|2013年08月19日|-|额尔古纳市公安局|住宿
150704300680|酒类流通备案登记表|2013年07月04日|-|额尔古纳市商务局|啤酒、白酒、果酒
150784001626|道路运输经营许可证|2017年10月31日|-|额尔古纳市交通局|道路普通货物运输
sp152125141001104x|食品流通许可证|2018年07月13日|-|额尔古纳市工商行政管理局|预包装食品、散装食品
JY21507840005475|食品经营许可证|2016年07月05日|-|呼伦贝尔市额尔古纳市食品药品 监督管理局|热食类食品制售、冷食类食品制售
2013-0185|卫生许可证|2017年07月13日|-|额尔古纳市卫生和计划生育局|住宿 
JY21507840005475|食品经营许可证|2016年07月05日|-|呼伦贝尔市额尔古纳市食品药品监督管理局|热食类食品制售、冷食类食品制售
150706200008|烟草专卖零售许可证|2018年07月12日|-|额尔古纳市烟草专卖局|卷烟零售、雪茄烟零售
150706200008|烟草专卖零售许可证|2013年07月22日|-|额尔古纳市烟草专卖局|卷烟零售、雪茄烟零售